,airline_name,review_title,review_description,review_date,rating_stars,travel_date,user_location,Seat comfort,Customer service,Cleanliness,Food and Beverage,Legroom,In-flight Entertainment,Value for money,Check-in and boarding
209,saudia_airlines,Worst/Pathetic Customer service,"With great regret we would like to share our experience with Saudi Airlines. We made flight bookings from Manchester to Jeddah and Jeddah to Delhi. We made sure we ( two of us) booked a ""Semi Flex"" booking so that we would have the privilege to fit in our luggage - 23kgx2 per passenger and we got the confirmation saying the ""Semi Flex"" booking has been made. However, when we tried to do a web check-in , to our surprise it said 1x23kg bag per person only! We have spoken to various professional at the customer care service to resolve the issue asap, because it is a major inconvenience for us. On call we have only been asked to write an email to customer services. We have emailed them several times since 21st November and have also tried to follow up on call. But we have been only asked to send emails to different email addresses.We are due to travel back to Manchester, due have not had our issue resolved since the past few weeks/months. We have been charged for ""semi flex"" but are only allowed ""basic"" baggage allowance. No refund has been initiated nor we are allowed to take 46kg (23kgsx2) per person. The customer services executive on call recognised that it is because of the error in their system but we have been suffering - because of zero assistance and consideration.This is a major concern and has greatly shaken our trust in your airlines. We would appreciate if you could at least reach out and address our concerns as any logical and responsible airline would not want to lose investment in the credibility factor.","January 6, 2023",1,Date of travel: November 2022,,0,0,0,0,0,0,0,0
210,saudia_airlines,Poor service and poor performance,"I am flying regularly with Saudia from Europe via Riad or Jeddah to Asia. My summary is: OMG not customer minded at all. NO MATCH. The business class is old and it is like roulette if you have a full flat seat or only 90 degree changeable seat. Today, the stuff on the flight SV808 offered a broken seat for me. The male flight attendant was extremely unfriendly, he got a bad day and managed that my correctly proved hand luggage was taken away and put into the cargo. I never experienced this rude way of luggage handling. Saudia sold more seats than their capacity of the aircraft and they tried to get space by making trouble with their flight guests. Unbelievable!!!I was tired as that flight as the delay of 5 hours was the third delay of 4 flights with Saudia.Mostly caused due to technical problems problems. Not sure if it's coming from a poor or missing maintenance of the aircraft itself as the inside equipment and cleaning SOP's are low level. Dirty, smelly, used and patchwork repairing on this flight. The video system has a standard range of movies, the head phones are dirty and this time with function. Carpets haven't seen a vacuum cleaner for some weeks. It makes at least the ants happy. The stuff on the ground floor were in a bad mood due to overwork and overtime to the standard delays from 4 to 7 hours. I can understand their pressure. Anyhow, they are using the time for gambling on their phones outside and inside of the aircraft. Disturbing customer questions are disturbing them. The food selection is 70% the same. Mushroom soup ((cold), overcooked beef or alternatively local food which has a decent strange smell. Drinks are good. Like the berry drink. Today's flight was scheduled for 00.40 AM, than delayed to 03.10 AM, real start (pushing out of the gate) was at 04.15 AM. Kids were bored and starts crying due to the long waiting time. On this specific SV808 flight the female flight attendants were really trying to repair the poor behaviour from the male flight bosses. Technical defects and double seating selling happens several times when I was flying with Saudia. It takes hours to sort it out as they need to find the luggage from the flight guests which are not allowed to stay on board or need to agree to put their hand luggage into the lower cargo. Inside lights are broken and replaced by different models, hopefully it's not done with engine parts. Try to go to the toilet before boarding the aircraft. The bad smell and urin from the arriving flight is still there with the typical flavour of a train station toilet. Normally the 777 has 3 toilets at the front for all flight passengers. On this flight only one super dirty toilet for all business and premium economy passengers. Flight attendant using their own toilets and lock them for personal use. Bring your own toothbrush and toothpaste with you as in business class nothing is provided in business class. You want to have a normal blanket instead of a heavy used polyester blanket? No chance, the smell of the previous guest feet's is guaranteed. I will select in the future European airlines again and the price difference of 10% higher makes obviously the difference for safe and clean aircrafts and a smile from the airline stuff. There must be a reason that the business class at Saudia is limited. I am wishing Saudia good luck, a good technical improvement, a better management of the passenger in advance, a working toilet cleaning management and a structure for their future flight organisation but surely without me. Summary: if you buy cheap, you get cheap and if you buy cheap you buy expensive. My computer was broken in the cargo transport managed by Saudia Airlines. They are not taking the liability.","January 5, 2023",1,Date of travel: January 2023,"Brussels, Belgium",0,0,0,0,0,0,0,0
211,saudia_airlines,Pathetic service and mean crew.,Cabin crew was giving interview to a passenger In flight and it was disturbing me but the crew dint bothered about it.Food was hell late.And even pathetic in terms of quality and quantity.Additional attention to one perticular pessangerCan disturb others. Flight delay too.,"January 5, 2023",1,Date of travel: January 2023,,0,0,0,0,0,0,0,0
212,saudia_airlines,Saudi Arabia student,Unfortunately I had trying to book my TicketAs students we have two options either Emil or WhatsApp no one answer in both way west a lot of time,"January 4, 2023",2,Date of travel: January 2023,,0,0,0,0,0,0,0,0
213,saudia_airlines,First & Business class just terrible service air and ground.,"Saudia airlinesFrequent flyer of the skies, mainly on Asian carriers and some USA.First time flying Saudia. Four flights in total, First class suites and Business pods were decent, along with the food that WAS served. Had numerous problems with both ground staff and flight attendants.As a business class from JED to LAX the attendants were non functioning, not helpful at all. I had to goto economy service attendants to get some water! The cabin was full of children that were literally climbing through out the cabin and throwing objects such as the head phone cases hitting other passengers. When the attendants were notified that this was not a playground by Numerous passengers, they the attendants stated “you have to talk to the parents”, Really? Terrible service.Seat reservations for First and business were not honored. Verified and printed up on Saudia’s web page I was told that did not matter “you get what you get”, ummm then why have it why go through the trouble?Over all not worth the problems and lack of service, will never fly Saudia again.","January 4, 2023",1,Date of travel: December 2022,"Pattaya, Thailand",4,1,2,2,4,2,1,1
214,saudia_airlines,Cancelled due to fog in Lahore,"Flight had been cancelled from Lahore airport due to fog but the management was really poor, and useless people,no food no hotel for 18hiurs passengers suffers with kids on outside airport, after 18hours finally we got the hotel with four people in room, and still no breakfast,after 20 hours we got lunch with poor hygiene, never again","January 3, 2023",1,Date of travel: December 2022,,0,0,0,0,0,0,0,0
215,saudia_airlines,Worst airline that I have ever flown with internationally,"Flooded and disgusting bathrooms (staff won’t clean), food was below average, lost luggage at destination (Lahore - my first lost luggage ever on an airline between originating city and the destination “never happened in the past with Qatar airlines, Etihad, or emirates”), craziest boarding and off boarding process, sick passengers throwing used napkins on seats/floor yet staff won’t say a word nor pickup, staff refusal to say a word to very loud passengers even after you request them, no assigned changing area for all pilgrims, rude treatment of senior non-Arabic speakers at gate, no drinkable water faucets at Jeddah airport once you enter USA flight gates area, overnight flight to Jeddah (shades were not closed), Saudia airline can learn a thing or two from their regional competition especially Qatar airways.Not taking Saudia again, sorry!!","January 3, 2023",1,Date of travel: December 2022,"Philadelphia, Pennsylvania",0,0,0,0,0,0,0,0
216,saudia_airlines,M,"AVOID! horrible. delayed flight, disrespectful staff, lost of baggage, no compensations!!! AVOID. trying to get in touch with saudio, no response, staff is very arrogant an treats customer with no respect or competence.","January 3, 2023",1,Date of travel: December 2022,,0,0,0,0,0,0,0,0
217,saudia_airlines,Never again with them,"One of the most awful flying experiences of my life. Since I was quite tired from the previous two flights, I thought it best to purchase a seat with extra legroom so that I could relax and possibly sleep. Upon boarding the flight I had the unpleasant surprise of finding a somewhat ""oversize"" person as my seat neighbor. I asked the crew if I could change seats since this person was leaning on me and I always had to try to stay as squished as possible on the other side (not exactly at the most comfortable situation for an 8-hour flight). They replied that the seat could not be changed and that I had to stay where I was.Awakened for the umpteenth time by the elbowing of my seat neighbor, I went to the bathroom. Once I returned from the bathroom my seat was completely occupied by the sleeping gentleman's arm. I asked the crew if they could do anything or at least tell the gentleman to stay in his seat, but they said there was nothing they could do. At that point I lost my patience and asked to speak to the manager. After standing for half an hour and still not hearing from the manager I started to get angry. At that point the person in charge showed up. I explained the situation and instead of finding a solution, he stared me in the eye and said, ""You should have traveled in business my friend,"" laughing in my face. To recap, I paid for the extra legroom, didn't get my seat, and was made fun of by the crew. I wouldn't wish this situation on anyone.Finally one person from the crew decided to get busy and after almost 40 minutes I was found a seat (which was not without extra legroom).Overall a disastrous and even humiliating experience, I strongly advise against traveling with this company.","January 2, 2023",1,Date of travel: December 2022,,1,1,1,1,1,1,1,1
218,saudia_airlines,More like a XXth century charter,"I was disappointed by this flight by an airline I otherwise like.First there was no online check-in available and there was no way of selecting seats due to an unknown error in the system.Check-in in Luxembourg was OK.Inside the plane, no ife despite there was advertisement for one over the WiFi. The Boeing was clearly an old machine. For this 5 hour flight, only a meager cold bf was proposed.Hostesses were very kind nonetheless, thanks.","January 1, 2023",2,Date of travel: January 2023,"Namur, Belgium",0,0,0,0,0,0,0,0
219,saudia_airlines,Lost bags - impossible to contact,"As stated in my title lost my bags due to sitting on the runway at Riyadh for nearly 3 hours even though only meant to be a 45 mins stop over (same happened on the way to Bangkok) leaving us with 20 mins to get the connecting flight in Jeddah. No time to get the bags onto the flight.Can’t get hold of anyone to talk to Saudia or Manchester airport, Manchester airports number directs me to another number who don’t work for Manchester airport…… The Saudia claim form needs a claim number to submit but if you don’t have a claim you don’t have a number…… what the hell am I meant to do. Can’t fault the flight, everything was top, but the logistics of Saudia are shocking, changing flight time without informing, searching everyone’s bags at the gate causing delays, making it an even more stressful airport experience.","December 30, 2022",1,Date of travel: December 2022,,0,0,0,0,0,0,0,0
220,saudia_airlines,Rude Airport Staff,"Went to mecca and madinah for umrah. We were in a group of 40 person. Our flight to kuala lumpur should be at 4pm. 40 of us queue to check in the luggage and for the boarding pass. After a while, the check in counter suddenly close. The staff did'nt say anything they just close the counter. 9 of us couldn't check in their luggage and couldn't get the boarding pass. Then I asked the staff why are the counter suddenly close? We still have 9 of us that need to check in their luggage and need the boarding pass. The staff (a guy) yelled at me asked me if i done check in my luggage and get the boarding pass. I said yes. He then yelled at me again and asked me to get out. What an attitude?!!! We were in a group, and 9 of us that couldn't get the boarding pass were their first time travelling with airplane. Of course I need to help them. He didn't tell us why they close the counter. He just told us to go to saudia ticketing counter. One of us asked one of the lady staff nicely at the counter and she said that the seat no longer available. Because they sold the ticket more than the seat they have. It was overbooked. So first come first serve. After a while, 9 of us get the ticket at 1 am to kuala lumpur. When we reached the airport it was 1pm. We were in a bus travelling 7 hours from madinah to jeddah airport. The staff was very rude! Rude! Rude! Rude! Then the flight at 1 am to kl got delayed until 2am. Rude staff! Very rude! Not recommended at all to travel with saudia airlines! Especially when you have to deal with the staff at jeddah king abdul aziz airport! Rude! Rude!","December 30, 2022",1,Date of travel: December 2022,,0,0,0,0,0,0,0,0
221,saudia_airlines,Trip to Thailand using Saudia airline.,"After reading various reviews of people travelling with Saudia airline, I was anxious to say the least of all the bad reports and lost luggage tales but I have to give them credit when I travelled to Thailand in Economy changing planes at Jeddah it was a smooth journey. The only problem I had was at Jeddah airport with the signage, I couldn't find departures and the flights being alcohol free, but these were only minor and if it wasn't for these I would have rated them excellent instead of very good. I would definitely use them again and it seems that most of the bad reviews are from people who have bad experiences and not enough from people who have a smooth journey. Also on the flight from Jeddah back to Manchester there was lots of spare seats so we could lay down for a sleep.","December 29, 2022",4,Date of travel: November 2022,,3,5,5,4,4,4,5,5
222,saudia_airlines,Worst customer service ever,During my flight back from jeddah to Amsterdam my new suitcase got completely damaged. Filed a complaint and got a report from the airport. After multiple timea trying unable to reach Saudia Airlines. Really poor customer service,"December 26, 2022",1,Date of travel: November 2022,,0,0,0,0,0,0,0,0
223,saudia_airlines,Despotism at airport,There is no clarity at all.. People at airport doesn't know the rules. And you will not get any clarity whatsoever. Rule becomes basically whatever they say. Go only at your risk.,"December 25, 2022",1,Date of travel: December 2022,,0,0,0,0,0,0,0,0
224,saudia_airlines,Mr. Sohail,Worst airline I had traveled in 25 years of flying. Entertainment system broke. Food quality worst. If you are diabetic try to avoid this airline.,"December 24, 2022",2,Date of travel: October 2022,,0,0,0,0,0,0,0,0
225,saudia_airlines,Mrs,It was the worst service on the check in At business class. The lady was on the phone with head phone on. With hijab and mask on. We kept reminding her about seats and question About TSA. She didn’t even look at us. She was rude and unprofessional.Pleas make your employees leave phone at the desk.She was talk to her boyfriend or something. Gave us wring seats and didn’t answer any questions. Didn’t add TSA Worst service so rude Qatar is the best Don’t fly Saudi airline please,"December 23, 2022",1,Date of travel: December 2022,"Baltimore, Maryland",0,0,0,0,0,0,0,0
226,saudia_airlines,Holiday,"I travelled from London to ..........service very bad , customer service bad .My baggage was lost then got it after 3days I made a complaint after 5 months some one call from Saudia Arabia said to I am liable for compensation and someone will call me from London office but all 6months now still waiting for the call from London this is crazy and try call the office no one is available to pick up the call.","December 22, 2022",1,Date of travel: December 2022,,0,0,0,0,0,0,0,0
227,saudia_airlines,Worst Service! Worst Airlines! and the worst Embassy service. Waste of money and time.,"I booked my flight from Delhi to Washington DC ( 19hrs layover at Jeddha), and while booking, there were no T&C mentioned regarding the transit visa requirement. After booking, I had to call the airlines and ask them if I needed a transit visa or not. They told yes, but we can't help, get it from Saudi Embassy. I called Saudi Embassy, both in the USA and in India, and none of them replied to either calls or emails. They couldn't provide the transit visa in the US, even though I spend the full amount for the application ( $50). And in India, again the embassy didn't provide one and told me to visit again but with a travel agent, which will charge double the cost of a transit visa. In the end, I lost my hopes and had to cancel the flight, even for which I did'nt got a full refund.","December 19, 2022",1,Date of travel: December 2022,,0,0,0,0,0,0,0,0
228,saudia_airlines,"A lot of room for improvement, no where near as good as there rivals.","I like to try different airline to get an idea of what they are all like.Saudi is trying to improve but it has a long way to go before it can consider its self a first class product. They are lacking in several areas, food & drink service is especially poor as well as the general attuned of the ground staff and airport staff. I was searched like a common criminal twice and spoken too like one too by the Saudi team not airport security.The cabin crew were ok but has no sense of urgency or efficiency so everything was painfully slow and disjointed. No comms from the flight crew too.In summary, they have a good fleet of modern aircraft so I guess they will get you there safely but from a customer perspective they are very low class and not recommended.","December 19, 2022",2,Date of travel: December 2022,,0,0,0,0,0,0,0,0
229,saudia_airlines,Treated like dirt with Istanbul service desk - just disgusting. Would not recommend,"Had an unfortunate incident where Istanbul taxi driver took me to the wrong airport as he didn't understand English and I ended up missing my flight - which is ok. That's not the point nor was I expecting anything from anyone. However, what I did expect was to be treated like a human being by the Saudia Service desk when I tried to book another connecting flight. This was a Thursday an I told them, I just needed to get back to Singapore by Sunday and didn’t even mind being put on Economy with either Saudia or their partners. The guy first told me they had nothing apart from a $14k one way ticket with Emirate Airlines and that he could not book me on Economy. When I asked, why I could not purchase an economy ticket, he decided to get angry with me and raise his tone saying this is the ""only ticket available"". I then told him how I checked skyscanner on my way to the airport and there were plenty of tickets, but as my internet didn’t work at Istanbul airport, I asked if he could help me. He then decided to get even more irritated and rolling his eyes. He then told me, ""why did you miss your flight, you are too late, why did you miss your flight, you should come to airport earlier"", clearly using patronizing tone to make me feel stupid. Also for some reason he kept asking me about my ethnic background...which I found really strange an uncomfortable, especially asking where my name comes from. I explained to him my situation of how the taxi driver took me to the wrong airport and I even begged him asking please many times to help and see what they can do. He then sat down, not even acknowledging me and just decided to type angrily something on the computer and then said I found you one ticket for ~$5k economy flight to Singapore with a 15hr layover in Dubai through Emirates Airlines. I asked, ""are you sure this is economy, is there anything cheaper?"". He then yelled at me in a demeaning tone and attitude, saying this is with a ""20% discount already and cheapest flight you can get!"". I just said ""fine, let's book it and thank you for your help"", trying to remain friendly and hoping to calm this guy down as people were beginning to stare at this situation. I am the last guy to ever confront or argue, as it's not my nature and I just wanted to get out of there as I felt embarrassed by the way I was being talked to the whole time. He then asked me to sign the invoice for some reason asking me to acknowledge I was happy being charged this money. I found this extremely strange, but like I said, I had enough and just wanted to get it over and done with, so I didn't ask any questions. And, once it was all done, he just handed me the itinerary and pointed somewhere randomly at an emirates check in desk in the distance, saying it's almost done checking in and I needed to hurry up. I found that weird, considering my flight was in 4 hours, but ok. The I asked him if that was it. He said no, and then asked me to sign some other invoice. I then looked to see if that was it, but he just kept silent and turned his head away from me not even confirming this was it, let alone a thank you and good bye. Essentially treating me like a piece of scum for no reason whatsoever. It was really shocking, as I did nothing to piss this guy off, in face the complete opposite, as I always smile, talk politely and treat people with respect. I just took the itinerary and walked to the check in desk feeling incredibly confused as to what just happened. Simply the worst experience of my life. It was my first time trying to fly with Saudia, and I think it will be my last.","December 19, 2022",1,Date of travel: October 2022,,0,1,0,0,0,0,0,0
230,saudia_airlines,Disappointed,"DO NOT take this airlines to travel to or from Pakistan, such a huge disappointment. 👎🏼 Not taking this airline again InshAllah.They treat you so bad.","December 16, 2022",1,Date of travel: December 2022,,0,0,0,0,0,0,0,0
231,saudia_airlines,Not worth even to think to use it,"We are family with little infant, they gave us dparte seats in the end of airplane, pricy for nothing,sure nothing ontime , only postive thing was the staff, but even was not high professional only friendly.","December 16, 2022",1,Date of travel: December 2022,"Dubai, United Arab Emirates",0,0,0,0,0,0,0,0
232,saudia_airlines,Good flights - no complaints,"After reading the previous reviews I was a little worried about flying with Saudia Airlines, but I didn't need to be. We flew from Manchester to Jeddah and then to Bangkok on 17/18th November and then Bangkok to Jeddah to Manchester on 14/15th December. Our flights were all generally on time, the aircrafts were all clean with a reasonable choice of entertainment on the screens. The food was hot and plentiful and the cabin crew were helpful and courteous. We were given complimentary care packs on 2 flights which included an eye mask, socks, toothbrush and toothpaste. On our return journey the plane from Bangkok to Jeddah was full and the seats were a little hard making it a rather uncomfortable journey. However, on the Jeddah to Manchester leg, the flight was half empty and we were offered 3 seats each in order to lie down and sleep, also the seats on this plane were softer making it more comfortable. I would consider using this airline again and the only reason I have given it 4 stars is due to the hard seats.","December 16, 2022",4,Date of travel: December 2022,Derby,3,4,5,5,3,4,5,5
233,saudia_airlines,Trashy,"Passenger on plane was having health issues and it got very loud with other passengers and flight crew arguing. It woke me up and when I went to use the bathroom got accused by airline host that I was being ""nosy"" and wanted to see what happened to the sick passenger. Host argued with me and was very disrespectful. Food is pretty bland.When boarding in Islamabad, airline does not call by zones and everyone is being forced to cram on the plane. Also they check your carry on bags right before boarding again.landed in DC and 50 other passengers and I are missing our bags.6 Days later still no bags","December 16, 2022",1,Date of travel: December 2022,,3,1,2,3,3,2,1,1
234,saudia_airlines,Tickets refund,"Hello Good day. This is Primo Ronald Tamares, Im the one book the ticket of my daughter Ronae Jane Tamares under my Paypal account. My daughter Ronae Jane Tamares wasnt able to fly to her flight going to istanbul. So, I went to Manila. Office Saudi Arabian last Oct. 5 to make a refund then after 2 months of waiting the customer service insisted that the refund s approve but no refund was made to my paypal account I called several times to saudi arabian airlines and insisted they already refunded and I told them can you send me the right message they actually sent but they told me they are not allowed to do that. I called several times to paypal customer service to US that is international call actually thay ar checking several times but no refund was made. Ia anyone here help me on this matter. We already lost hope for this. I think its not a good idea that the customer service doesnt even. Cooperate with us.they have nothing to do with matter since they insisted its refunded already.","December 15, 2022",1,Date of travel: December 2022,,0,0,0,0,0,0,0,0
235,saudia_airlines,"Horrible airline, rightless, unjustified",I booked a flight to BKK but had to transfer in Jeddah. My flight was 15:15 and i arrived there at 11:30 because i didn’t want to miss the flight. A few hours later came the employees at the shouter and asked if there was anybody go directly to Jeddah so they could do check-in first! And people who only transferred in Jeddah had to wait! And it was not fair at all. There were a lot of people who ahead to Jeddah wasn’t even in the line or they were at the end of the line. Some of them came 1 1/5 hour bevor boarding!! And we could do nothing except let theses people go by untill all of them checked-in. The shouter was empty many times but they didn’t allow us to check in. I waited in the line more than 2 hours!!! I was literally the first 10 Person who waited in the line…and i had to run to my gate. It didn’t make any sense to go there earlier and had to run at the last minute!!! Very bad organised !!!!!If you want to waste your time there then book with Saudi Airlines! I‘m done. Never ever again!!!,"December 15, 2022",1,Date of travel: December 2022,,0,0,0,0,0,0,0,0
236,saudia_airlines,Worst service,Waiting line for 2 hours. Worst service ever! Never travel with this airlines seeing the cheap tickets.,"December 15, 2022",1,Date of travel: December 2022,"Berlin, Germany",0,0,0,0,0,0,0,0
237,saudia_airlines,"Delayed flight, no compensation","Flight was delayed, causing me and my wife to need a hotel and rebook a flight. When I asked for compensation they only offered $50 for both plane tickets and hotel costs. Would not recommend.","December 14, 2022",1,Date of travel: September 2022,,3,3,1,4,3,1,3,2
238,saudia_airlines,Horrible !!!!!,"Worst experience ever, flight was delayed more than 30 hours, we were stuck in an hotel with no updates whatsoever. Crazy experience. Never booking with them again!!! Please be ware.","December 12, 2022",1,Date of travel: December 2022,,0,0,0,0,0,0,0,0
239,saudia_airlines,Need Improvements,"On 29thNovember Morning I had the flight from Riyadh to Abha. My luggage was wrapped from Sri Lanka and the person at check in counter asked to go to another counter and no one helped me to put my luggage. The Person at check in counter was so rude. I really could not understand why. The meals of the flight were so cold, and it was not my expectation. I highly believe you should re-think of your passenger service.","December 10, 2022",1,Date of travel: November 2022,"Gampaha, Sri Lanka",3,1,3,1,3,1,2,1
240,saudia_airlines,Worst service ever,"To start, 80% of the screens in the aircraft were not working. Lost item in the aircraft and in the counter, they were telling me that they had it but couldn't find the key for opening the lost and found storage room. I was given a ticket number to authorize the shipping of it but no one seems to know about it now. All service was so incompetent that makes one laugh.","December 6, 2022",1,Date of travel: November 2022,"Geneva, Switzerland",3,1,1,3,3,1,1,2
241,saudia_airlines,Worst airlines,"Worst airlines ever. I have been travelling to many places. This is the first time my luggage was delay & then lost due to mishandled. My vacation was ruined. I need to buy ALL of necessities & clothes during my vacation. I've already filed the complaint. and then call the lost & found luggage office in the arrival airport to follow up the case but the phone number was not in service. I have emailed to them many time but never receive any reply. I have no idea where is the luggage now. I've even contact Saudi Airlines customer representative but they reject to deal with my issue. I no longer know where to get help to trace my delayed luggages.When I check online, the status of my delayed luggage is ""initiated delivery"" but until now I dont receive it yet eventhough I've already update the address for them to deliver my luggage item.Worst airlines ever.I advice everyone if you have connecting flight with saudi airlines, please avoid using this airline. they are irresponsible","December 6, 2022",1,Date of travel: December 2022,,0,0,0,0,0,0,0,0
242,saudia_airlines,Mr,Worst airline ever with full of attitudes staffs. I will never take saudi airline even if I get the ticket for free. No satisfied with there behaviour and over all my experience with saudi airline. 0 stars,"December 5, 2022",1,Date of travel: November 2022,,0,0,0,0,0,0,0,0
243,saudia_airlines,Worst airline I have flown !!!,"Worst customer service and food. Wish I could give 0 starsWe flew IAD to Mumbai via Riyadh. Saudia had told us one carry on is allowed per person as per ticket and we were 4 people. However when we reached the boarding gate they said flight is full and we can only have 2 carry-ons total. Since we had medicines and other essentials in 4 carry ons we needed to re arrange those into 2. As we were doing this the agent at the gate was screaming at us to hurry up as if this was our fault. We told him we have medicines that we need to move and he said he didn't care.When I reported this to Saudia customer service all I got was a generic reply.In addition the food was terrible and also facilities at Riyadh and Jeddah are very less.Since I flew other gulf airlines like Emirates, Kuwait and Qatar before that were excellent I was expecting this to be same but it is nowhere close.STAY AWAY FROM THIS AIRLINE !!!","December 5, 2022",1,Date of travel: November 2022,,0,0,0,0,0,0,0,0
244,saudia_airlines,Dreadful!!!!!!,"TERRIBLE!!!! Got on Dreamliner plane and about 30 of the media screens did not work. Told the attendant i had a 7 hour flight with no screen, wifi or charger and he literally could not care less. Emergency procedure ONLY given on screen....which i didn't have. . Called him over several times after he told me he was ""sorting it"" and then avoided me for about 2 hours. Went to find him and he acted like it was the first he had heard of it. Had to find him again and he said ""I have made an official complaint for you, you will receive a text once you get off the plane which will entitle you to compensation"". Knew he was full of 5h1t. No text received. Went to Saudia site and told to whattsapp a message to a number. Number doesn't exist. Went online and found a web based site to put in a complaint....keeps on crashing when input complaint.Arabic announcement roughly 20 times in a 7 hour flight regarding Allah and where we were flying over. Arabic prayers played over tannoy on take off. Took return flight.....on same plane in same seat with STILL NO MEDIA SCREEN 2 weeks later !!!! ABSOLUTE RUBBISH SERVICE. Difficult to check in. Difficult to reserve seats. Please....avoid at all costs to avoid disappointment. I will never EVER use again","December 1, 2022",1,Date of travel: November 2022,,1,1,1,1,1,1,1,1
245,saudia_airlines,shocking-theres nothing worse than saudi airlines,"this has got to be the worst airline service ever...the website is impossible to change a flight on,the whatsapp number doesnt exist !...the regular phone number is only in arabic,the english phone number doesnt work either!....It's unbelieveable,ive spent over two hours today trying every possible combination ,trying to change my return flight...i opened a skype account to try and get in touch with someone,anyone I could speak to....nobody...I guess theyre all too busy murdering journalists in their Istanbul embassy.....absolute incompetents.......never ever again will i use saudi airlines.","November 30, 2022",1,Date of travel: October 2022,,0,0,0,1,0,0,0,0
246,saudia_airlines,Bad Policies,"I went for Umrah November 2022 and when I returned I needed to bring Zam Zam water. Saudi Arabia airlines check-in clerk at Jeddah airport did not allow me to bring Zam Zam water because I have Tourist visa from Sara International Travel and not Umrah Visa. I called Saudi customer service to find out why and they said Zam Zam is only for people who make Umrah. I replied and said who made this policy? Do you realize that anybody who has Tourist visa and can visit Madinah and Makkah is allowed by Saudi government to perform Umrah? Customer Service did not understand so I told them I am very upset along with my 70 travel companions and families not being able to bring Zam Zam as we all performed Umrah and had Tourist Visa. In addition I said when was this policy effective and for how long? Rep said I don't know and can't find out. I said do you have this policy written on Saudi Airlines web site? Rep said no. I said I hope this phone call to Saudi airline customer support (800 472 8342) is recorded and sent to the person who's responsible of making this bad policy. Customer representative said call is recorded and will be reviewed. For future flights I won't choose Saudi airlines, it's better to choose Etihad, Qatar or Emirates, they do a better job with customer service.","November 29, 2022",2,Date of travel: November 2022,"Bay Shore, New York",2,1,3,3,3,3,3,1
247,saudia_airlines,Not stating the EVisa you have until you get to the check in counter.,"Good Airline but Bad service, We came for Umrah and booked for an EVisa for it. When we are returning home they never allowed us to take the Holy Water, They never stated that it was a tourist visa instead of a Umrah Visa,For the People that are planing to get a EVisa For Umrah Please Look carefully at the Visa Your booking Because you never know this Airline we not allow it on your flight. I recommend You fly Emirates Since They have better customer support and better quality than Saudia.","November 29, 2022",2,Date of travel: November 2022,"Los Angeles, California",0,0,0,0,0,0,0,0
248,saudia_airlines,NEVER AGAIN WITH SAUDI AIRLINES,We are definitely not satisfied with the way Saudia Airlines treated us. The number one problem here is that there is no way to get in touch with them or reach them over phone. Our flight from Kuala Lumpur to Jeddah was delayed a couple of hours which resulted in us not being able to catch our transfer from Jeddah to Amsterdam. The only information they gave us was that our flight was delayed but they did not offer a single thing on what to do next now that we couldn't catch our transfer flight. We had to book an entire new flight since we all have obligations and needed to be back in time. The nixt flight from Jeddah to Amsterdam would go 2o days later so if we did not book this new flight we would have to wait in Jeddah for 2 days.,"November 27, 2022",1,Date of travel: November 2022,,1,1,1,1,1,1,1,1
249,saudia_airlines,Customer service needs a lot of improvement,"Flew from Jeddah to Paris CDG, codeshare with Air France. Since my ticket was Air France, advance seat assignment and special meal selection were the first challenge: no way to do it online; when I called, the rep first insisted that the flight was not operated by Saudia, then told me to call Air France (sic). Eventually I was able to do it on Whatsapp, after going through much of the same exchange with the rep.Online check-in was available, but boarding pass could be obtained only at the airport.Airport check-in and security were average.Very inhospitable airport terminal: no charging ports, no power outlets and no coffee shops open between 06:00 and 08:00!On board: average seat comfort and service. Flight was on time.","November 27, 2022",2,Date of travel: November 2022,"Los Angeles, California",3,1,3,3,3,3,0,0
250,saudia_airlines,Worst flight service award goes to Saudi Airlines,"I was travelling from Franfurt to bangalore via layover of 4 hrs at jeddah. Unfortunaly, its was already delayed for 3 hrs in franfurt and later when we reached jeddah. Saudi airlines sold our seat to some jeddah passenger as they we expecting tht we 15 people going to bangalore wont make it. But, somehow we were waiting without water and sitting arrangement for 5 hrs in front of the service desk. Employees are not supporting , no coustomer support, rude beahviour , no compassion towards business. We asked to turn on the water so we can drink they bluntly told us No , we wont do that.They were 2 people unable arrange the flight for us .And, everytime we ask them they just reply with WAIT , just wait .I guess they are not at all interested in delivering better customer experienc. They are arrogant to the core specially at saudi arabia.Then later got ticket to bangalore via kuwait with 4 hrs layover . After reaching at the bangalore airport . Saudi airlines missed our baggae.Please avoid this service","November 25, 2022",1,Date of travel: November 2022,"Bengaluru, India",0,0,0,0,0,0,0,0
